date,device_category,source,medium,source_medium,channel_group,sessions,view_item_sessions,add_to_cart_sessions,checkout_sessions,purchase_sessions,session_to_view_rate,view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,session_to_purchase_rate
2021-01-08,tablet,<Other>,organic,<Other> / organic,Organic Search,4,1,1,1,1,0.25,1.0,1.0,1.0,0.25
2021-01-08,tablet,google,organic,google / organic,Organic Search,33,4,0,0,0,0.12121212121212122,0.0,,,0.0
2021-01-08,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,8,3,1,1,0,0.375,0.3333333333333333,1.0,0.0,0.0
2021-01-08,tablet,<Other>,<Other>,<Other> / <Other>,Other,12,3,0,0,0,0.25,0.0,,,0.0
2021-01-08,tablet,google,cpc,google / cpc,Paid Search,6,0,0,0,0,0.0,,,,0.0
2021-01-08,tablet,<Other>,referral,<Other> / referral,Referral,10,2,0,0,0,0.2,0.0,,,0.0
2021-01-08,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,13,1,0,0,0,0.07692307692307693,0.0,,,0.0
2021-01-09,desktop,(direct),(none),(direct) / (none),Direct,430,68,16,6,1,0.15813953488372093,0.23529411764705882,0.375,0.16666666666666666,0.002325581395348837
2021-01-09,desktop,<Other>,organic,<Other> / organic,Organic Search,62,9,0,0,0,0.14516129032258066,0.0,,,0.0
2021-01-09,desktop,google,organic,google / organic,Organic Search,618,108,14,4,3,0.17475728155339806,0.12962962962962962,0.2857142857142857,0.75,0.0048543689320388345
2021-01-09,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,86,19,6,1,1,0.22093023255813954,0.3157894736842105,0.16666666666666666,1.0,0.011627906976744186
2021-01-09,desktop,<Other>,<Other>,<Other> / <Other>,Other,268,44,11,4,1,0.16417910447761194,0.25,0.36363636363636365,0.25,0.0037313432835820895
2021-01-09,desktop,google,cpc,google / cpc,Paid Search,78,16,3,1,1,0.20512820512820512,0.1875,0.3333333333333333,1.0,0.01282051282051282
2021-01-09,desktop,<Other>,referral,<Other> / referral,Referral,177,30,4,4,1,0.1694915254237288,0.13333333333333333,1.0,0.25,0.005649717514124294
2021-01-09,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,142,23,5,2,1,0.1619718309859155,0.21739130434782608,0.4,0.5,0.007042253521126761
2021-01-09,mobile,(direct),(none),(direct) / (none),Direct,317,50,12,2,1,0.15772870662460567,0.24,0.16666666666666666,0.5,0.0031545741324921135
2021-01-09,mobile,<Other>,organic,<Other> / organic,Organic Search,41,3,2,1,1,0.07317073170731707,0.6666666666666666,0.5,1.0,0.024390243902439025
2021-01-09,mobile,google,organic,google / organic,Organic Search,437,54,13,2,0,0.12356979405034325,0.24074074074074073,0.15384615384615385,0.0,0.0
2021-01-09,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,62,11,5,2,2,0.1774193548387097,0.45454545454545453,0.4,1.0,0.03225806451612903
2021-01-09,mobile,<Other>,<Other>,<Other> / <Other>,Other,203,27,6,1,0,0.1330049261083744,0.2222222222222222,0.16666666666666666,0.0,0.0
2021-01-09,mobile,google,cpc,google / cpc,Paid Search,55,7,1,1,0,0.12727272727272726,0.14285714285714285,1.0,0.0,0.0
2021-01-09,mobile,<Other>,referral,<Other> / referral,Referral,123,22,5,5,4,0.17886178861788618,0.22727272727272727,1.0,0.8,0.032520325203252036
2021-01-09,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,104,20,5,2,1,0.19230769230769232,0.25,0.4,0.5,0.009615384615384616
2021-01-09,tablet,(direct),(none),(direct) / (none),Direct,16,3,1,0,0,0.1875,0.3333333333333333,0.0,,0.0
2021-01-09,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2021-01-09,tablet,google,organic,google / organic,Organic Search,18,5,1,0,0,0.2777777777777778,0.2,0.0,,0.0
2021-01-09,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2021-01-09,tablet,<Other>,<Other>,<Other> / <Other>,Other,15,1,0,0,0,0.06666666666666667,0.0,,,0.0
2021-01-09,tablet,google,cpc,google / cpc,Paid Search,3,0,0,0,0,0.0,,,,0.0
2021-01-09,tablet,<Other>,referral,<Other> / referral,Referral,8,2,0,0,0,0.25,0.0,,,0.0
2021-01-09,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,2,0,0,0,0,0.0,,,,0.0
2021-01-10,desktop,(direct),(none),(direct) / (none),Direct,399,54,8,4,3,0.13533834586466165,0.14814814814814814,0.5,0.75,0.007518796992481203
2021-01-10,desktop,<Other>,organic,<Other> / organic,Organic Search,53,6,1,0,0,0.11320754716981132,0.16666666666666666,0.0,,0.0
2021-01-10,desktop,google,organic,google / organic,Organic Search,568,76,10,5,1,0.13380281690140844,0.13157894736842105,0.5,0.2,0.0017605633802816902
2021-01-10,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,73,12,3,1,1,0.1643835616438356,0.25,0.3333333333333333,1.0,0.0136986301369863
2021-01-10,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,1,1,1,0,0,1.0,1.0,0.0,,0.0
2021-01-10,desktop,<Other>,<Other>,<Other> / <Other>,Other,249,45,11,4,1,0.18072289156626506,0.24444444444444444,0.36363636363636365,0.25,0.004016064257028112
2021-01-10,desktop,google,cpc,google / cpc,Paid Search,91,12,1,0,0,0.13186813186813187,0.08333333333333333,0.0,,0.0
2021-01-10,desktop,<Other>,referral,<Other> / referral,Referral,145,22,6,1,0,0.15172413793103448,0.2727272727272727,0.16666666666666666,0.0,0.0
2021-01-10,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,111,19,6,6,3,0.17117117117117117,0.3157894736842105,1.0,0.5,0.02702702702702703
2021-01-10,mobile,(direct),(none),(direct) / (none),Direct,294,46,8,3,1,0.1564625850340136,0.17391304347826086,0.375,0.3333333333333333,0.003401360544217687
2021-01-10,mobile,<Other>,organic,<Other> / organic,Organic Search,42,7,1,1,0,0.16666666666666666,0.14285714285714285,1.0,0.0,0.0
2021-01-10,mobile,google,organic,google / organic,Organic Search,390,54,12,3,2,0.13846153846153847,0.2222222222222222,0.25,0.6666666666666666,0.005128205128205128
2021-01-10,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,57,10,1,1,0,0.17543859649122806,0.1,1.0,0.0,0.0
2021-01-10,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,3,0,0,0,0,0.0,,,,0.0
2021-01-10,mobile,<Other>,<Other>,<Other> / <Other>,Other,223,30,4,3,2,0.13452914798206278,0.13333333333333333,0.75,0.6666666666666666,0.008968609865470852
2021-01-10,mobile,google,cpc,google / cpc,Paid Search,55,9,0,0,0,0.16363636363636364,0.0,,,0.0
2021-01-10,mobile,<Other>,referral,<Other> / referral,Referral,97,20,6,1,0,0.20618556701030927,0.3,0.16666666666666666,0.0,0.0
2021-01-10,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,90,13,1,0,0,0.14444444444444443,0.07692307692307693,0.0,,0.0
2021-01-10,tablet,(direct),(none),(direct) / (none),Direct,11,3,0,0,0,0.2727272727272727,0.0,,,0.0
2021-01-10,tablet,<Other>,organic,<Other> / organic,Organic Search,5,2,1,1,0,0.4,0.5,1.0,0.0,0.0
2021-01-10,tablet,google,organic,google / organic,Organic Search,20,6,2,0,0,0.3,0.3333333333333333,0.0,,0.0
2021-01-10,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2021-01-10,tablet,<Other>,<Other>,<Other> / <Other>,Other,12,1,0,0,0,0.08333333333333333,0.0,,,0.0
2021-01-10,tablet,google,cpc,google / cpc,Paid Search,7,2,1,0,0,0.2857142857142857,0.5,0.0,,0.0
2021-01-10,tablet,<Other>,referral,<Other> / referral,Referral,6,1,1,0,0,0.16666666666666666,1.0,0.0,,0.0
2021-01-10,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,2,0,0,0,0,0.0,,,,0.0
2021-01-11,desktop,(direct),(none),(direct) / (none),Direct,515,85,19,9,5,0.1650485436893204,0.2235294117647059,0.47368421052631576,0.5555555555555556,0.009708737864077669
2021-01-11,desktop,<Other>,organic,<Other> / organic,Organic Search,74,12,3,2,1,0.16216216216216217,0.25,0.6666666666666666,0.5,0.013513513513513514
2021-01-11,desktop,google,organic,google / organic,Organic Search,719,99,25,7,4,0.1376912378303199,0.25252525252525254,0.28,0.5714285714285714,0.005563282336578581
2021-01-11,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,121,21,5,2,0,0.17355371900826447,0.23809523809523808,0.4,0.0,0.0
2021-01-11,desktop,<Other>,<Other>,<Other> / <Other>,Other,368,67,11,7,2,0.18206521739130435,0.16417910447761194,0.6363636363636364,0.2857142857142857,0.005434782608695652
2021-01-11,desktop,google,cpc,google / cpc,Paid Search,86,19,4,3,2,0.22093023255813954,0.21052631578947367,0.75,0.6666666666666666,0.023255813953488372
2021-01-11,desktop,<Other>,referral,<Other> / referral,Referral,211,40,12,4,3,0.1895734597156398,0.3,0.3333333333333333,0.75,0.014218009478672985
2021-01-11,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,146,36,9,2,1,0.2465753424657534,0.25,0.2222222222222222,0.5,0.00684931506849315
2021-01-11,mobile,(direct),(none),(direct) / (none),Direct,369,63,13,3,4,0.17073170731707318,0.20634920634920634,0.23076923076923078,1.3333333333333333,0.01084010840108401
2021-01-11,mobile,<Other>,organic,<Other> / organic,Organic Search,42,5,2,1,0,0.11904761904761904,0.4,0.5,0.0,0.0
2021-01-11,mobile,google,organic,google / organic,Organic Search,527,91,21,4,1,0.17267552182163187,0.23076923076923078,0.19047619047619047,0.25,0.0018975332068311196
2021-01-11,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,86,13,6,3,2,0.1511627906976744,0.46153846153846156,0.5,0.6666666666666666,0.023255813953488372
2021-01-11,mobile,<Other>,<Other>,<Other> / <Other>,Other,246,51,13,2,0,0.2073170731707317,0.2549019607843137,0.15384615384615385,0.0,0.0
2021-01-11,mobile,google,cpc,google / cpc,Paid Search,72,12,2,1,0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0
2021-01-11,mobile,<Other>,referral,<Other> / referral,Referral,159,28,6,1,0,0.1761006289308176,0.21428571428571427,0.16666666666666666,0.0,0.0
2021-01-11,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,123,25,7,3,1,0.2032520325203252,0.28,0.42857142857142855,0.3333333333333333,0.008130081300813009
2021-01-11,tablet,(direct),(none),(direct) / (none),Direct,20,2,0,0,0,0.1,0.0,,,0.0
2021-01-11,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2021-01-11,tablet,google,organic,google / organic,Organic Search,33,6,0,0,0,0.18181818181818182,0.0,,,0.0
2021-01-11,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,6,1,0,0,0,0.16666666666666666,0.0,,,0.0
2021-01-11,tablet,<Other>,<Other>,<Other> / <Other>,Other,13,4,2,2,1,0.3076923076923077,0.5,1.0,0.5,0.07692307692307693
2021-01-11,tablet,google,cpc,google / cpc,Paid Search,5,0,0,0,0,0.0,,,,0.0
2021-01-11,tablet,<Other>,referral,<Other> / referral,Referral,7,0,0,0,0,0.0,,,,0.0
2021-01-11,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,9,2,0,0,0,0.2222222222222222,0.0,,,0.0
2021-01-12,desktop,(direct),(none),(direct) / (none),Direct,625,117,21,9,6,0.1872,0.1794871794871795,0.42857142857142855,0.6666666666666666,0.0096
2021-01-12,desktop,<Other>,organic,<Other> / organic,Organic Search,71,17,4,2,0,0.23943661971830985,0.23529411764705882,0.5,0.0,0.0
2021-01-12,desktop,google,organic,google / organic,Organic Search,855,159,37,13,5,0.18596491228070175,0.23270440251572327,0.35135135135135137,0.38461538461538464,0.005847953216374269
2021-01-12,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,155,31,6,6,4,0.2,0.1935483870967742,1.0,0.6666666666666666,0.025806451612903226
2021-01-12,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,3,0,0,0,0,0.0,,,,0.0
2021-01-12,desktop,<Other>,<Other>,<Other> / <Other>,Other,420,66,16,7,5,0.15714285714285714,0.24242424242424243,0.4375,0.7142857142857143,0.011904761904761904
2021-01-12,desktop,google,cpc,google / cpc,Paid Search,113,17,1,1,0,0.1504424778761062,0.058823529411764705,1.0,0.0,0.0
2021-01-12,desktop,<Other>,referral,<Other> / referral,Referral,254,56,16,4,2,0.2204724409448819,0.2857142857142857,0.25,0.5,0.007874015748031496
2021-01-12,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,191,35,7,3,3,0.18324607329842932,0.2,0.42857142857142855,1.0,0.015706806282722512
2021-01-12,mobile,(direct),(none),(direct) / (none),Direct,440,66,12,7,6,0.15,0.18181818181818182,0.5833333333333334,0.8571428571428571,0.013636363636363636
2021-01-12,mobile,<Other>,organic,<Other> / organic,Organic Search,63,11,3,2,1,0.1746031746031746,0.2727272727272727,0.6666666666666666,0.5,0.015873015873015872
2021-01-12,mobile,google,organic,google / organic,Organic Search,610,105,19,10,4,0.1721311475409836,0.18095238095238095,0.5263157894736842,0.4,0.006557377049180328
2021-01-12,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,103,24,6,4,1,0.23300970873786409,0.25,0.6666666666666666,0.25,0.009708737864077669
2021-01-12,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2021-01-12,mobile,<Other>,<Other>,<Other> / <Other>,Other,288,46,8,3,1,0.1597222222222222,0.17391304347826086,0.375,0.3333333333333333,0.003472222222222222
2021-01-12,mobile,google,cpc,google / cpc,Paid Search,85,12,1,1,1,0.1411764705882353,0.08333333333333333,1.0,1.0,0.011764705882352941
2021-01-12,mobile,<Other>,referral,<Other> / referral,Referral,200,41,4,1,0,0.205,0.0975609756097561,0.25,0.0,0.0
2021-01-12,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,149,25,6,3,2,0.16778523489932887,0.24,0.5,0.6666666666666666,0.013422818791946308
2021-01-12,tablet,(direct),(none),(direct) / (none),Direct,27,6,2,0,0,0.2222222222222222,0.3333333333333333,0.0,,0.0
2021-01-12,tablet,<Other>,organic,<Other> / organic,Organic Search,5,1,0,0,0,0.2,0.0,,,0.0
2021-01-12,tablet,google,organic,google / organic,Organic Search,27,4,1,1,1,0.14814814814814814,0.25,1.0,1.0,0.037037037037037035
2021-01-12,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,5,1,0,0,0,0.2,0.0,,,0.0
2021-01-12,tablet,<Other>,<Other>,<Other> / <Other>,Other,15,3,0,0,0,0.2,0.0,,,0.0
2021-01-12,tablet,google,cpc,google / cpc,Paid Search,4,0,0,0,0,0.0,,,,0.0
2021-01-12,tablet,<Other>,referral,<Other> / referral,Referral,13,2,1,1,0,0.15384615384615385,0.5,1.0,0.0,0.0
2021-01-12,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,7,2,1,1,1,0.2857142857142857,0.5,1.0,1.0,0.14285714285714285
2021-01-13,desktop,(direct),(none),(direct) / (none),Direct,630,92,21,5,2,0.14603174603174604,0.22826086956521738,0.23809523809523808,0.4,0.0031746031746031746
2021-01-13,desktop,<Other>,organic,<Other> / organic,Organic Search,89,9,3,0,0,0.10112359550561797,0.3333333333333333,0.0,,0.0
2021-01-13,desktop,google,organic,google / organic,Organic Search,796,144,35,17,4,0.18090452261306533,0.24305555555555555,0.4857142857142857,0.23529411764705882,0.005025125628140704
2021-01-13,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,137,36,10,6,5,0.26277372262773724,0.2777777777777778,0.6,0.8333333333333334,0.0364963503649635
2021-01-13,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,3,1,0,0,0,0.3333333333333333,0.0,,,0.0
2021-01-13,desktop,<Other>,<Other>,<Other> / <Other>,Other,388,70,15,6,2,0.18041237113402062,0.21428571428571427,0.4,0.3333333333333333,0.005154639175257732
2021-01-13,desktop,google,cpc,google / cpc,Paid Search,136,25,6,2,2,0.18382352941176472,0.24,0.3333333333333333,1.0,0.014705882352941176
2021-01-13,desktop,<Other>,referral,<Other> / referral,Referral,259,44,11,8,4,0.16988416988416988,0.25,0.7272727272727273,0.5,0.015444015444015444
2021-01-13,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,187,33,7,3,1,0.17647058823529413,0.21212121212121213,0.42857142857142855,0.3333333333333333,0.0053475935828877
2021-01-13,mobile,(direct),(none),(direct) / (none),Direct,447,72,17,5,3,0.1610738255033557,0.2361111111111111,0.29411764705882354,0.6,0.006711409395973154
2021-01-13,mobile,<Other>,organic,<Other> / organic,Organic Search,58,10,3,1,0,0.1724137931034483,0.3,0.3333333333333333,0.0,0.0
2021-01-13,mobile,google,organic,google / organic,Organic Search,579,89,24,16,4,0.153713298791019,0.2696629213483146,0.6666666666666666,0.25,0.0069084628670120895
2021-01-13,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,106,21,10,7,3,0.19811320754716982,0.47619047619047616,0.7,0.42857142857142855,0.02830188679245283
2021-01-13,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,1,0,0,0,1.0,0.0,,,0.0
2021-01-13,mobile,<Other>,<Other>,<Other> / <Other>,Other,289,42,7,3,2,0.1453287197231834,0.16666666666666666,0.42857142857142855,0.6666666666666666,0.006920415224913495
2021-01-13,mobile,google,cpc,google / cpc,Paid Search,77,12,0,0,0,0.15584415584415584,0.0,,,0.0
2021-01-13,mobile,<Other>,referral,<Other> / referral,Referral,168,27,4,1,1,0.16071428571428573,0.14814814814814814,0.25,1.0,0.005952380952380952
2021-01-13,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,139,34,5,4,2,0.2446043165467626,0.14705882352941177,0.8,0.5,0.014388489208633094
2021-01-13,tablet,(direct),(none),(direct) / (none),Direct,25,3,1,0,0,0.12,0.3333333333333333,0.0,,0.0
2021-01-13,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2021-01-13,tablet,google,organic,google / organic,Organic Search,24,2,0,0,0,0.08333333333333333,0.0,,,0.0
2021-01-13,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,8,1,0,0,0,0.125,0.0,,,0.0
2021-01-13,tablet,<Other>,<Other>,<Other> / <Other>,Other,11,1,0,0,0,0.09090909090909091,0.0,,,0.0
2021-01-13,tablet,google,cpc,google / cpc,Paid Search,5,0,0,0,0,0.0,,,,0.0
2021-01-13,tablet,<Other>,referral,<Other> / referral,Referral,6,1,0,0,0,0.16666666666666666,0.0,,,0.0
2021-01-13,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,8,1,0,0,0,0.125,0.0,,,0.0
2021-01-14,desktop,(direct),(none),(direct) / (none),Direct,608,118,33,12,6,0.19407894736842105,0.2796610169491525,0.36363636363636365,0.5,0.009868421052631578
2021-01-14,desktop,<Other>,organic,<Other> / organic,Organic Search,85,14,3,1,0,0.16470588235294117,0.21428571428571427,0.3333333333333333,0.0,0.0
2021-01-14,desktop,google,organic,google / organic,Organic Search,813,150,28,12,5,0.18450184501845018,0.18666666666666668,0.42857142857142855,0.4166666666666667,0.006150061500615006
2021-01-14,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,126,39,11,6,4,0.30952380952380953,0.28205128205128205,0.5454545454545454,0.6666666666666666,0.031746031746031744
2021-01-14,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,5,1,0,0,0,0.2,0.0,,,0.0
2021-01-14,desktop,<Other>,<Other>,<Other> / <Other>,Other,370,64,13,3,3,0.17297297297297298,0.203125,0.23076923076923078,1.0,0.008108108108108109
2021-01-14,desktop,google,cpc,google / cpc,Paid Search,108,22,7,0,0,0.2037037037037037,0.3181818181818182,0.0,,0.0
2021-01-14,desktop,<Other>,referral,<Other> / referral,Referral,215,49,10,4,3,0.22790697674418606,0.20408163265306123,0.4,0.75,0.013953488372093023
2021-01-14,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,196,51,16,6,5,0.2602040816326531,0.3137254901960784,0.375,0.8333333333333334,0.025510204081632654
2021-01-14,mobile,(direct),(none),(direct) / (none),Direct,420,77,19,11,3,0.18333333333333332,0.24675324675324675,0.5789473684210527,0.2727272727272727,0.007142857142857143
2021-01-14,mobile,<Other>,organic,<Other> / organic,Organic Search,50,9,3,0,0,0.18,0.3333333333333333,0.0,,0.0
2021-01-14,mobile,google,organic,google / organic,Organic Search,529,95,24,11,8,0.17958412098298676,0.25263157894736843,0.4583333333333333,0.7272727272727273,0.015122873345935728
2021-01-14,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,99,21,4,2,1,0.21212121212121213,0.19047619047619047,0.5,0.5,0.010101010101010102
2021-01-14,mobile,<Other>,<Other>,<Other> / <Other>,Other,246,38,5,3,2,0.15447154471544716,0.13157894736842105,0.6,0.6666666666666666,0.008130081300813009
2021-01-14,mobile,google,cpc,google / cpc,Paid Search,77,10,1,0,0,0.12987012987012986,0.1,0.0,,0.0
2021-01-14,mobile,<Other>,referral,<Other> / referral,Referral,176,32,9,3,2,0.18181818181818182,0.28125,0.3333333333333333,0.6666666666666666,0.011363636363636364
2021-01-14,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,149,36,11,8,5,0.24161073825503357,0.3055555555555556,0.7272727272727273,0.625,0.03355704697986577
2021-01-14,tablet,(direct),(none),(direct) / (none),Direct,23,8,0,0,0,0.34782608695652173,0.0,,,0.0
2021-01-14,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2021-01-14,tablet,google,organic,google / organic,Organic Search,35,8,3,0,0,0.22857142857142856,0.375,0.0,,0.0
2021-01-14,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,9,1,1,0,0,0.1111111111111111,1.0,0.0,,0.0
2021-01-14,tablet,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2021-01-14,tablet,<Other>,<Other>,<Other> / <Other>,Other,12,3,1,0,0,0.25,0.3333333333333333,0.0,,0.0
2021-01-14,tablet,google,cpc,google / cpc,Paid Search,3,0,0,0,0,0.0,,,,0.0
2021-01-14,tablet,<Other>,referral,<Other> / referral,Referral,10,2,0,0,0,0.2,0.0,,,0.0
2021-01-14,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,8,2,0,0,0,0.25,0.0,,,0.0
2021-01-15,desktop,(direct),(none),(direct) / (none),Direct,578,102,20,8,5,0.17647058823529413,0.19607843137254902,0.4,0.625,0.00865051903114187
2021-01-15,desktop,<Other>,organic,<Other> / organic,Organic Search,67,13,6,2,1,0.19402985074626866,0.46153846153846156,0.3333333333333333,0.5,0.014925373134328358
2021-01-15,desktop,google,organic,google / organic,Organic Search,711,120,22,11,5,0.16877637130801687,0.18333333333333332,0.5,0.45454545454545453,0.007032348804500703
2021-01-15,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,124,26,11,5,3,0.20967741935483872,0.4230769230769231,0.45454545454545453,0.6,0.024193548387096774
2021-01-15,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2021-01-15,desktop,<Other>,<Other>,<Other> / <Other>,Other,330,48,13,6,2,0.14545454545454545,0.2708333333333333,0.46153846153846156,0.3333333333333333,0.006060606060606061
2021-01-15,desktop,google,cpc,google / cpc,Paid Search,93,20,5,1,0,0.21505376344086022,0.25,0.2,0.0,0.0
2021-01-15,desktop,<Other>,referral,<Other> / referral,Referral,244,46,12,3,2,0.1885245901639344,0.2608695652173913,0.25,0.6666666666666666,0.00819672131147541
2021-01-15,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,134,26,4,1,1,0.19402985074626866,0.15384615384615385,0.25,1.0,0.007462686567164179
2021-01-15,mobile,(direct),(none),(direct) / (none),Direct,352,62,15,8,5,0.17613636363636365,0.24193548387096775,0.5333333333333333,0.625,0.014204545454545454
2021-01-15,mobile,<Other>,organic,<Other> / organic,Organic Search,38,8,0,0,0,0.21052631578947367,0.0,,,0.0
2021-01-15,mobile,google,organic,google / organic,Organic Search,518,105,30,14,9,0.20270270270270271,0.2857142857142857,0.4666666666666667,0.6428571428571429,0.017374517374517374
2021-01-15,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,79,15,1,0,0,0.189873417721519,0.06666666666666667,0.0,,0.0
2021-01-15,mobile,<Other>,<Other>,<Other> / <Other>,Other,253,46,5,2,1,0.18181818181818182,0.10869565217391304,0.4,0.5,0.003952569169960474
2021-01-15,mobile,google,cpc,google / cpc,Paid Search,65,10,3,1,1,0.15384615384615385,0.3,0.3333333333333333,1.0,0.015384615384615385
2021-01-15,mobile,<Other>,referral,<Other> / referral,Referral,135,20,8,4,1,0.14814814814814814,0.4,0.5,0.25,0.007407407407407408
2021-01-15,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,134,32,10,2,0,0.23880597014925373,0.3125,0.2,0.0,0.0
2021-01-15,tablet,(direct),(none),(direct) / (none),Direct,20,5,0,1,0,0.25,0.0,,0.0,0.0
2021-01-15,tablet,<Other>,organic,<Other> / organic,Organic Search,3,0,0,0,0,0.0,,,,0.0
2021-01-15,tablet,google,organic,google / organic,Organic Search,29,8,0,0,0,0.27586206896551724,0.0,,,0.0
2021-01-15,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,2,1,0,0,0,0.5,0.0,,,0.0
2021-01-15,tablet,<Other>,<Other>,<Other> / <Other>,Other,13,3,1,1,1,0.23076923076923078,0.3333333333333333,1.0,1.0,0.07692307692307693
2021-01-15,tablet,google,cpc,google / cpc,Paid Search,3,1,0,0,0,0.3333333333333333,0.0,,,0.0
2021-01-15,tablet,<Other>,referral,<Other> / referral,Referral,7,1,0,0,0,0.14285714285714285,0.0,,,0.0
2021-01-15,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,7,1,1,1,1,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285
2021-01-16,desktop,(direct),(none),(direct) / (none),Direct,440,77,22,11,2,0.175,0.2857142857142857,0.5,0.18181818181818182,0.004545454545454545
2021-01-16,desktop,<Other>,organic,<Other> / organic,Organic Search,51,6,1,0,0,0.11764705882352941,0.16666666666666666,0.0,,0.0
2021-01-16,desktop,google,organic,google / organic,Organic Search,564,89,18,9,3,0.15780141843971632,0.20224719101123595,0.5,0.3333333333333333,0.005319148936170213
2021-01-16,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,86,21,6,4,1,0.2441860465116279,0.2857142857142857,0.6666666666666666,0.25,0.011627906976744186
2021-01-16,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2021-01-16,desktop,<Other>,<Other>,<Other> / <Other>,Other,259,39,9,1,1,0.15057915057915058,0.23076923076923078,0.1111111111111111,1.0,0.003861003861003861
